206.1,4.8
256.5,4.91
247,5.01
239,5.12
230,5.21
223.5,5.31
217,5.4
210,5.5
203,5.62
198,5.72
195,5.81
187.5,5.91
183,6
179,6.1
172.5,6.2
169.5,6.3
166.5,6.41
156,6.5
151,6.61
144,6.71
135,6.8
129,6.91
125.5,7
114,7.1
110.5,7.2
105,7.3
100,7.39
95,7.5
88.5,7.61
85,7.7
80,7.8
75,7.9
71.5,7.99
66,8.08
58.5,8.2
54.5,8.31
44,8.4
39.5,8.5
37.5,8.61
31,8.71
22.5,8.81
20.5,8.91
14.5,9.01
7.5,9.11
6.5,9.2
3,9.31
1,9.4
0,9.5
